rating,title,release_date,genres,age,gender,occupation
2,Michael Collins (1996),1996-10-11,"Drama,War",29,Female,student
3,Somewhere in Time (1980),1980-01-01,"Drama,Romance",36,Female,administrator
4,G.I. Jane (1997),1997-01-01,"Action,Drama,War",25,Female,student
2,Conspiracy Theory (1997),1997-08-08,"Action,Mystery,Romance,Thriller",36,Male,engineer
4,Psycho (1960),1960-01-01,"Horror,Romance,Thriller",19,Male,student
1,Up in Smoke (1978),1978-01-01,Comedy,35,Male,salesman
5,Men in Black (1997),1997-07-04,"Action,Adventure,Comedy,Sci-Fi",28,Male,programmer
3,Beautiful Girls (1996),1996-02-09,Drama,23,Male,engineer
5,One Flew Over the Cuckoo's Nest (1975),1975-01-01,Drama,35,Male,librarian
5,Selena (1997),1997-03-21,"Drama,Musical",22,Female,student
4,Jaws (1975),1975-01-01,"Action,Horror",31,Male,educator
4,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),1995-01-01,Drama,50,Female,healthcare
4,This Is Spinal Tap (1984),1984-01-01,"Comedy,Drama,Musical",27,Female,other
1,Beavis and Butt-head Do America (1996),1996-12-20,"Animation,Comedy",35,Male,salesman
3,Trainspotting (1996),1996-07-19,Drama,27,Male,other
4,Die Hard (1988),1988-01-01,"Action,Thriller",24,Female,other
4,Dead Poets Society (1989),1989-01-01,Drama,46,Female,other
5,GoodFellas (1990),1990-01-01,"Crime,Drama",44,Female,writer
4,Men in Black (1997),1997-07-04,"Action,Adventure,Comedy,Sci-Fi",51,Male,other
5,"American in Paris, An (1951)",1951-01-01,"Musical,Romance",51,Male,other
3,True Lies (1994),1994-01-01,"Action,Adventure,Comedy,Romance",30,Male,other
3,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),1963-01-01,"Sci-Fi,War",32,Male,administrator
5,Benny & Joon (1993),1993-01-01,"Comedy,Romance",42,Male,other
2,Mission: Impossible (1996),1996-05-22,"Action,Adventure,Mystery",44,Male,administrator
4,"Secret Garden, The (1993)",1993-01-01,"Children,Drama",28,Male,engineer
4,Crimson Tide (1995),1995-01-01,"Drama,Thriller,War",28,Male,administrator
4,Mallrats (1995),1995-01-01,Comedy,25,Male,programmer
3,Restoration (1995),1995-01-01,Drama,29,Male,other
4,Schindler's List (1993),1993-01-01,"Drama,War",26,Male,other
2,Herbie Rides Again (1974),1974-01-01,"Adventure,Children,Comedy",35,Male,librarian
4,Schindler's List (1993),1993-01-01,"Drama,War",19,Female,artist
3,Star Trek IV: The Voyage Home (1986),1986-01-01,"Action,Adventure,Sci-Fi",56,Male,educator
4,Cape Fear (1962),1962-01-01,"Film-Noir,Thriller",27,Female,educator
3,"Very Brady Sequel, A (1996)",1996-08-23,Comedy,30,Male,student
3,"Lion King, The (1994)",1994-01-01,"Animation,Children,Musical",21,Female,student
3,Back to the Future (1985),1985-01-01,"Comedy,Sci-Fi",27,Male,programmer
4,North by Northwest (1959),1959-01-01,"Comedy,Thriller",60,Male,retired
5,Dante's Peak (1997),1997-02-07,"Action,Thriller",18,Female,writer
4,Star Trek: The Wrath of Khan (1982),1982-01-01,"Action,Adventure,Sci-Fi",29,Male,other
4,Deconstructing Harry (1997),1997-01-01,"Comedy,Drama",51,Male,educator
5,"Boot, Das (1981)",1997-04-04,"Action,Drama,War",26,Male,student
5,"Godfather, The (1972)",1972-01-01,"Action,Crime,Drama",32,Male,educator
5,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",1957-01-01,Drama,52,Male,writer
5,"Sixth Man, The (1997)",1997-03-28,Comedy,38,Male,executive
3,Liar Liar (1997),1997-03-21,Comedy,21,Male,student
5,Nixon (1995),1995-01-01,Drama,32,Male,programmer
5,In Love and War (1996),1997-01-24,"Romance,War",26,Female,homemaker
3,U.S. Marshalls (1998),1998-03-10,"Action,Thriller",50,Female,healthcare
4,Titanic (1997),1997-01-01,"Action,Drama,Romance",27,Male,other
3,Monty Python's Life of Brian (1979),1979-01-01,Comedy,25,Male,administrator
4,Rebel Without a Cause (1955),1955-01-01,Drama,39,Male,marketing
1,"Unbearable Lightness of Being, The (1988)",1988-01-01,Drama,37,Male,lawyer
4,Sense and Sensibility (1995),1995-01-01,"Drama,Romance",28,Male,writer
3,Tomorrow Never Dies (1997),1997-01-01,"Action,Romance,Thriller",47,Male,educator
4,Interview with the Vampire (1994),1994-01-01,"Drama,Horror",23,Male,programmer
3,"English Patient, The (1996)",1996-11-15,"Drama,Romance,War",36,Male,engineer
3,Fierce Creatures (1997),1997-01-10,Comedy,19,Male,student
4,"Clockwork Orange, A (1971)",1971-01-01,Sci-Fi,39,Male,scientist
4,"River Wild, The (1994)",1994-01-01,"Action,Thriller",28,Male,educator
3,In & Out (1997),1997-09-19,Comedy,23,Female,student
5,"Ice Storm, The (1997)",1997-01-01,Drama,56,Female,librarian
4,Boogie Nights (1997),1997-01-01,Drama,23,Female,educator
3,Stargate (1994),1994-01-01,"Action,Adventure,Sci-Fi",25,Male,engineer
3,"Bronx Tale, A (1993)",1993-01-01,Drama,33,Male,entertainment
5,To Kill a Mockingbird (1962),1962-01-01,Drama,57,Male,administrator
4,"Boot, Das (1981)",1997-04-04,"Action,Drama,War",39,Male,engineer
1,Children of the Corn: The Gathering (1996),1996-01-01,Horror,47,Male,educator
4,Rebel Without a Cause (1955),1955-01-01,Drama,27,Male,student
4,"Shawshank Redemption, The (1994)",1994-01-01,Drama,24,Male,student
3,Hackers (1995),1995-01-01,"Action,Crime,Thriller",33,Male,other
4,"Juror, The (1996)",1996-01-01,"Drama,Thriller",51,Female,administrator
4,Breakfast at Tiffany's (1961),1961-01-01,"Drama,Romance",28,Female,programmer
2,Heaven & Earth (1993),1993-01-01,"Action,Drama,War",20,Male,student
4,Cool Hand Luke (1967),1967-01-01,"Comedy,Drama",39,Male,marketing
3,"Grand Day Out, A (1992)",1992-01-01,"Animation,Comedy",27,Male,student
4,Broken Arrow (1996),1996-02-09,"Action,Thriller",21,Male,other
3,Executive Decision (1996),1996-03-09,"Action,Thriller",30,Male,other
1,"Mask, The (1994)",1994-01-01,"Comedy,Crime,Fantasy",36,Male,engineer
4,Amistad (1997),1997-12-18,Drama,18,Male,student
5,Monty Python and the Holy Grail (1974),1974-01-01,Comedy,23,Male,student
5,Back to the Future (1985),1985-01-01,"Comedy,Sci-Fi",63,Male,programmer
2,Homeward Bound: The Incredible Journey (1993),1993-01-01,"Adventure,Children",36,Male,engineer
1,Kingpin (1996),1996-07-12,Comedy,32,Male,other
4,Cinema Paradiso (1988),1988-01-01,"Comedy,Drama,Romance",40,Male,scientist
3,Anaconda (1997),1997-04-11,"Action,Adventure,Thriller",44,Male,administrator
2,Picture Perfect (1997),1997-08-01,"Comedy,Romance",31,Female,scientist
4,Home Alone (1990),1990-01-01,"Children,Comedy",22,Female,student
2,Full Metal Jacket (1987),1987-01-01,"Action,Drama,War",32,Male,other
2,"Truth About Cats & Dogs, The (1996)",1996-04-26,"Comedy,Romance",27,Male,student
4,Die Hard: With a Vengeance (1995),1995-01-01,"Action,Thriller",60,Male,retired
3,"Bridge on the River Kwai, The (1957)",1957-01-01,"Drama,War",39,Male,educator
3,Private Benjamin (1980),1980-01-01,Comedy,27,Male,student
3,Crimson Tide (1995),1995-01-01,"Drama,Thriller,War",50,Female,healthcare
4,Unforgiven (1992),1992-01-01,Western,37,Female,writer
3,"Jackal, The (1997)",1997-01-01,"Action,Thriller",27,Female,student
2,"Saint, The (1997)",1997-03-14,"Action,Romance,Thriller",21,Male,other
4,Contact (1997),1997-07-11,"Drama,Sci-Fi",28,Male,programmer
5,"Graduate, The (1967)",1967-01-01,"Drama,Romance",24,Male,student
5,"Apartment, The (1960)",1960-01-01,"Comedy,Drama",24,Female,student
3,"Shining, The (1980)",1980-01-01,Horror,30,Male,administrator
4,Ninotchka (1939),1939-01-01,"Comedy,Romance",46,Male,programmer
4,Trainspotting (1996),1996-07-19,Drama,25,Male,other
5,Aliens (1986),1986-01-01,"Action,Sci-Fi,Thriller,War",45,Female,artist
5,L.A. Confidential (1997),1997-01-01,"Crime,Film-Noir,Mystery,Thriller",47,Male,technician
3,Field of Dreams (1989),1989-01-01,Drama,33,Male,engineer
3,Four Weddings and a Funeral (1994),1994-01-01,"Comedy,Romance",69,Male,executive
2,Deconstructing Harry (1997),1997-01-01,"Comedy,Drama",35,Female,educator
5,"Professional, The (1994)",1994-01-01,"Crime,Drama,Romance,Thriller",20,Male,student
5,Aladdin (1992),1992-01-01,"Animation,Children,Comedy,Musical",30,Male,engineer
4,Liar Liar (1997),1997-03-21,Comedy,23,Male,salesman
2,Leave It to Beaver (1997),1997-08-22,Comedy,43,Female,marketing
4,Victor/Victoria (1982),1982-01-01,"Comedy,Musical",61,Male,engineer
3,"Madness of King George, The (1994)",1994-01-01,Drama,28,Male,student
5,Mr. Smith Goes to Washington (1939),1939-01-01,Drama,36,Female,administrator
4,"Aristocats, The (1970)",1970-01-01,"Animation,Children",29,Female,librarian
2,L.A. Confidential (1997),1997-01-01,"Crime,Film-Noir,Mystery,Thriller",28,Male,writer
4,Four Rooms (1995),1995-01-01,Thriller,21,Male,student
4,"River Wild, The (1994)",1994-01-01,"Action,Thriller",51,Female,administrator
3,Psycho (1960),1960-01-01,"Horror,Romance,Thriller",29,Female,librarian
4,Welcome to the Dollhouse (1995),1996-05-24,"Comedy,Drama",27,Female,marketing
5,Independence Day (ID4) (1996),1996-07-03,"Action,Sci-Fi,War",39,Male,marketing
4,"Frighteners, The (1996)",1996-07-19,"Comedy,Horror",26,Female,healthcare
3,Home Alone (1990),1990-01-01,"Children,Comedy",29,Female,administrator
1,Unforgiven (1992),1992-01-01,Western,27,Female,other
4,Things to Do in Denver when You're Dead (1995),1996-02-02,"Crime,Drama,Romance",40,Male,programmer
5,Richard III (1995),1996-01-22,"Drama,War",39,Female,administrator
4,"Empire Strikes Back, The (1980)",1980-01-01,"Action,Adventure,Drama,Romance,Sci-Fi,War",24,Female,student
4,"Candidate, The (1972)",1972-01-01,Drama,51,Male,administrator
4,Once Upon a Time in America (1984),1984-01-01,"Crime,Drama,Thriller",28,Male,educator
2,"Very Brady Sequel, A (1996)",1996-08-23,Comedy,28,Male,educator
2,Top Gun (1986),1986-01-01,"Action,Romance",29,Male,student
4,"Saint, The (1997)",1997-03-14,"Action,Romance,Thriller",35,Male,salesman
5,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",1996-04-05,"Drama,Musical",50,Female,educator
2,"Professional, The (1994)",1994-01-01,"Crime,Drama,Romance,Thriller",36,Male,executive
4,"Rock, The (1996)",1996-06-07,"Action,Adventure,Thriller",21,Male,student
2,Bram Stoker's Dracula (1992),1992-01-01,"Horror,Romance",28,Male,student
2,City Slickers II: The Legend of Curly's Gold (1994),1994-01-01,"Comedy,Western",15,Male,student
4,"Crow, The (1994)",1994-01-01,"Action,Romance,Thriller",34,Male,writer
4,Pete's Dragon (1977),1977-01-01,"Adventure,Animation,Children,Musical",18,Female,student
5,Fargo (1996),1997-02-14,"Crime,Drama,Thriller",30,Male,marketing
3,Mrs. Parker and the Vicious Circle (1994),1994-01-01,Drama,50,Female,healthcare
4,"Unbearable Lightness of Being, The (1988)",1988-01-01,Drama,33,Male,scientist
1,Army of Darkness (1993),1993-01-01,"Action,Adventure,Comedy,Horror,Sci-Fi",47,Male,educator
2,Dead Man Walking (1995),1995-01-01,Drama,44,Male,other
4,Searching for Bobby Fischer (1993),1993-01-01,Drama,13,Male,student
5,Casablanca (1942),1942-01-01,"Drama,Romance,War",32,Female,writer
2,Pump Up the Volume (1990),1990-01-01,Drama,27,Male,programmer
4,"Adventures of Robin Hood, The (1938)",1938-01-01,"Action,Adventure",40,Female,writer
4,True Lies (1994),1994-01-01,"Action,Adventure,Comedy,Romance",22,Male,engineer
4,Homeward Bound II: Lost in San Francisco (1996),1996-03-08,"Adventure,Children",14,Female,student
3,"Deer Hunter, The (1978)",1978-01-01,"Drama,War",33,Male,entertainment
5,My Left Foot (1989),1989-01-01,Drama,50,Female,educator
3,Cinderella (1950),1950-01-01,"Animation,Children,Musical",38,Female,administrator
3,Murder at 1600 (1997),1997-04-18,"Mystery,Thriller",28,Female,other
3,Courage Under Fire (1996),1996-03-08,"Drama,War",25,Male,other
1,Jaws (1975),1975-01-01,"Action,Horror",36,Male,writer
4,Dead Poets Society (1989),1989-01-01,Drama,41,Male,programmer
5,Four Weddings and a Funeral (1994),1994-01-01,"Comedy,Romance",32,Male,executive
5,Dances with Wolves (1990),1990-01-01,"Adventure,Drama,Western",51,Male,engineer
5,Vertigo (1958),1958-01-01,"Mystery,Thriller",27,Male,student
5,Terminator 2: Judgment Day (1991),1991-01-01,"Action,Sci-Fi,Thriller",34,Male,writer
5,"Princess Bride, The (1987)",1987-01-01,"Action,Adventure,Comedy,Romance",19,Female,artist
2,Candyman (1992),1992-01-01,Horror,21,Male,other
3,Casper (1995),1995-01-01,"Adventure,Children",30,Male,programmer
3,Ed's Next Move (1996),1996-10-04,Comedy,50,Female,healthcare
4,Groundhog Day (1993),1993-01-01,"Comedy,Romance",28,Male,programmer
4,"English Patient, The (1996)",1996-11-15,"Drama,Romance,War",70,Female,retired
3,Demolition Man (1993),1993-01-01,"Action,Sci-Fi",38,Male,executive
3,True Lies (1994),1994-01-01,"Action,Adventure,Comedy,Romance",22,Male,student
4,"Boot, Das (1981)",1997-04-04,"Action,Drama,War",56,Male,educator
2,"Manchurian Candidate, The (1962)",1962-01-01,"Film-Noir,Thriller",26,Male,student
4,Citizen Ruth (1996),1996-12-13,"Comedy,Drama",19,Male,student
4,Sleepless in Seattle (1993),1993-01-01,"Comedy,Romance",61,Male,engineer
1,Gang Related (1997),1997-01-01,Crime,49,Male,programmer
4,Fried Green Tomatoes (1991),1991-01-01,Drama,36,Female,administrator
2,Evita (1996),1996-12-25,"Drama,Musical",24,Male,engineer
2,Get Shorty (1995),1995-01-01,"Action,Comedy,Drama",32,Male,administrator
3,Victor/Victoria (1982),1982-01-01,"Comedy,Musical",39,Male,scientist
4,Grumpier Old Men (1995),1995-01-01,"Comedy,Romance",26,Male,engineer
3,M (1931),1931-01-01,"Crime,Film-Noir,Thriller",27,Male,student
5,"Godfather, The (1972)",1972-01-01,"Action,Crime,Drama",44,Male,administrator
4,Tin Cup (1996),1996-08-16,"Comedy,Romance",26,Male,executive
5,"Ice Storm, The (1997)",1997-01-01,Drama,22,Male,student
2,Phenomenon (1996),1996-06-29,"Drama,Romance",38,Male,administrator
5,Raising Arizona (1987),1987-01-01,Comedy,26,Male,student
4,With Honors (1994),1994-01-01,"Comedy,Drama",23,Male,programmer
4,Willy Wonka and the Chocolate Factory (1971),1971-01-01,"Adventure,Children,Comedy",20,Male,other
5,Sneakers (1992),1992-01-01,"Crime,Drama,Sci-Fi",18,Female,student
4,"Terminator, The (1984)",1984-01-01,"Action,Sci-Fi,Thriller",25,Male,student
5,Raiders of the Lost Ark (1981),1981-01-01,"Action,Adventure",36,Female,administrator
5,12 Angry Men (1957),1957-01-01,Drama,24,Male,technician
4,Eat Drink Man Woman (1994),1994-01-01,"Comedy,Drama",47,Male,educator
4,"Empire Strikes Back, The (1980)",1980-01-01,"Action,Adventure,Drama,Romance,Sci-Fi,War",31,Male,scientist
3,Jackie Brown (1997),1997-01-01,"Crime,Drama",64,Male,doctor
3,Dead Presidents (1995),1995-01-01,"Action,Crime,Drama",13,Male,student
5,"Shawshank Redemption, The (1994)",1994-01-01,Drama,39,Male,educator
2,Bram Stoker's Dracula (1992),1992-01-01,"Horror,Romance",27,Female,administrator
3,Titanic (1997),1997-01-01,"Action,Drama,Romance",19,Male,student
5,"Shawshank Redemption, The (1994)",1994-01-01,Drama,19,Male,student
5,Legends of the Fall (1994),1994-01-01,"Drama,Romance,War,Western",18,Female,student
3,"Last Supper, The (1995)",1996-04-05,"Drama,Thriller",25,Male,other
4,City of Angels (1998),1998-04-03,Romance,20,Male,student
3,Airheads (1994),1994-01-01,Comedy,25,Male,administrator
2,Circle of Friends (1995),1995-01-01,"Drama,Romance",32,Female,writer
1,Beverly Hills Ninja (1997),1997-01-17,"Action,Comedy",37,Female,other
4,"Hunt for Red October, The (1990)",1990-01-01,"Action,Thriller",28,Male,student
5,"Godfather, The (1972)",1972-01-01,"Action,Crime,Drama",25,Male,other
3,"Three Caballeros, The (1945)",1945-01-01,"Animation,Children,Musical",41,Female,healthcare
2,Mission: Impossible (1996),1996-05-22,"Action,Adventure,Mystery",23,Male,programmer
2,Down Periscope (1996),1996-03-01,Comedy,27,Male,technician
5,"Lion King, The (1994)",1994-01-01,"Animation,Children,Musical",30,Male,other
4,Executive Decision (1996),1996-03-09,"Action,Thriller",24,Male,technician
4,"Boot, Das (1981)",1997-04-04,"Action,Drama,War",49,Male,educator
4,Miller's Crossing (1990),1990-01-01,Drama,48,Female,administrator
5,"Clockwork Orange, A (1971)",1971-01-01,Sci-Fi,21,Male,student
3,"Last Supper, The (1995)",1996-04-05,"Drama,Thriller",35,Female,educator
5,Chasing Amy (1997),1997-01-01,"Drama,Romance",19,Male,student
1,Jackie Chan's First Strike (1996),1997-01-10,Action,27,Male,student
5,"Santa Clause, The (1994)",1994-01-01,"Children,Comedy",41,Female,healthcare
4,GoodFellas (1990),1990-01-01,"Crime,Drama",34,Male,programmer
3,Face/Off (1997),1997-06-27,"Action,Sci-Fi,Thriller",27,Male,engineer
2,2001: A Space Odyssey (1968),1968-01-01,"Drama,Mystery,Sci-Fi,Thriller",44,Female,writer
5,Men in Black (1997),1997-07-04,"Action,Adventure,Comedy,Sci-Fi",54,Male,librarian
5,Amadeus (1984),1984-01-01,"Drama,Mystery",27,Male,programmer
4,Grosse Pointe Blank (1997),1997-04-11,"Comedy,Crime",25,Male,programmer
3,Harold and Maude (1971),1971-01-01,Comedy,36,Female,administrator
4,Mr. Holland's Opus (1995),1996-01-29,Drama,39,Male,engineer
4,Alien (1979),1979-01-01,"Action,Horror,Sci-Fi,Thriller",27,Male,student
5,It's a Wonderful Life (1946),1946-01-01,Drama,50,Female,writer
5,Rosencrantz and Guildenstern Are Dead (1990),1990-01-01,"Comedy,Drama",24,Male,technician
4,Sense and Sensibility (1995),1995-01-01,"Drama,Romance",17,Male,student
5,"Mrs. Brown (Her Majesty, Mrs. Brown) (1997)",1997-01-01,"Drama,Romance",17,Male,student
4,In the Name of the Father (1993),1993-01-01,Drama,32,Male,administrator
3,"Three Musketeers, The (1993)",1993-01-01,"Action,Adventure,Comedy",24,Female,other
3,Heavyweights (1994),1994-01-01,"Children,Comedy",40,Female,writer
1,Last Man Standing (1996),1996-09-20,"Action,Drama,Western",23,Male,entertainment
4,"Secret of Roan Inish, The (1994)",1994-01-01,Adventure,32,Male,educator
2,"Fan, The (1996)",1996-08-16,Thriller,38,Female,technician
3,"Killing Fields, The (1984)",1984-01-01,"Drama,War",24,Female,other
4,Michael Collins (1996),1996-10-11,"Drama,War",56,Female,writer
5,Contact (1997),1997-07-11,"Drama,Sci-Fi",31,Male,executive
4,Star Trek: First Contact (1996),1996-11-22,"Action,Adventure,Sci-Fi",51,Male,executive
4,"Manchurian Candidate, The (1962)",1962-01-01,"Film-Noir,Thriller",60,Male,programmer
2,How to Make an American Quilt (1995),1995-01-01,"Drama,Romance",31,Female,educator
5,"Godfather, The (1972)",1972-01-01,"Action,Crime,Drama",33,Female,administrator
5,Star Wars (1977),1977-01-01,"Action,Adventure,Romance,Sci-Fi,War",29,Male,scientist
3,Liar Liar (1997),1997-03-21,Comedy,48,Male,executive
3,Tomorrow Never Dies (1997),1997-01-01,"Action,Romance,Thriller",32,Male,administrator
3,Tomorrow Never Dies (1997),1997-01-01,"Action,Romance,Thriller",13,Female,student
4,"Empire Strikes Back, The (1980)",1980-01-01,"Action,Adventure,Drama,Romance,Sci-Fi,War",27,Male,programmer
3,City Hall (1996),1996-02-16,"Drama,Thriller",26,Male,other
3,"Funeral, The (1996)",1996-10-25,Drama,39,Male,engineer
5,Clueless (1995),1995-01-01,Comedy,29,Female,writer
4,Tomorrow Never Dies (1997),1997-01-01,"Action,Romance,Thriller",25,Male,programmer
5,Star Wars (1977),1977-01-01,"Action,Adventure,Romance,Sci-Fi,War",38,Female,entertainment
2,Liar Liar (1997),1997-03-21,Comedy,44,Female,other
3,Liar Liar (1997),1997-03-21,Comedy,39,Female,executive
2,Brazil (1985),1985-01-01,Sci-Fi,39,Male,marketing
4,"Thin Man, The (1934)",1934-01-01,Mystery,42,Male,engineer
3,Courage Under Fire (1996),1996-03-08,"Drama,War",57,Male,other
2,"Birdcage, The (1996)",1996-03-08,Comedy,28,Female,programmer
4,Mighty Aphrodite (1995),1995-10-30,Comedy,55,Male,librarian
5,"Maltese Falcon, The (1941)",1941-01-01,"Film-Noir,Mystery",30,Male,technician
5,Raiders of the Lost Ark (1981),1981-01-01,"Action,Adventure",33,Male,scientist
3,Demolition Man (1993),1993-01-01,"Action,Sci-Fi",23,Male,student
4,Fargo (1996),1997-02-14,"Crime,Drama,Thriller",45,Male,other
5,"English Patient, The (1996)",1996-11-15,"Drama,Romance,War",21,Female,student
2,Star Trek: The Motion Picture (1979),1979-01-01,"Action,Adventure,Sci-Fi",33,Male,scientist
4,Afterglow (1997),1997-12-26,"Drama,Romance",26,Male,writer
5,Muriel's Wedding (1994),1994-01-01,"Comedy,Romance",22,Female,student
3,"Aristocats, The (1970)",1970-01-01,"Animation,Children",37,Female,writer
5,It's a Wonderful Life (1946),1946-01-01,Drama,22,Male,engineer
4,"Full Monty, The (1997)",1997-01-01,Comedy,19,Male,other
5,Young Frankenstein (1974),1974-01-01,"Comedy,Horror",61,Male,engineer
1,Seven Years in Tibet (1997),1997-01-01,"Drama,War",33,Male,none
5,Better Off Dead... (1985),1985-01-01,Comedy,46,Male,programmer
1,Jerry Maguire (1996),1996-12-13,"Drama,Romance",24,Male,student
3,Robert A. Heinlein's The Puppet Masters (1994),1994-01-01,"Horror,Sci-Fi",24,Female,entertainment
2,Chasers (1994),1994-01-01,Comedy,19,Male,student
4,Three Colors: White (1994),1994-01-01,Drama,24,Male,engineer
2,Event Horizon (1997),1997-01-01,"Action,Mystery,Sci-Fi,Thriller",35,Male,technician
3,Alien (1979),1979-01-01,"Action,Horror,Sci-Fi,Thriller",23,Male,programmer
1,Little Women (1994),1994-01-01,Drama,14,Female,student
4,"Man Who Knew Too Little, The (1997)",1997-01-01,"Comedy,Mystery",49,Male,librarian
3,"Full Monty, The (1997)",1997-01-01,Comedy,37,Male,other
2,L.A. Confidential (1997),1997-01-01,"Crime,Film-Noir,Mystery,Thriller",45,Male,other
3,Restoration (1995),1995-01-01,Drama,29,Female,healthcare
3,Flirting With Disaster (1996),1996-03-22,Comedy,30,Male,engineer
3,"Manchurian Candidate, The (1962)",1962-01-01,"Film-Noir,Thriller",50,Female,healthcare
4,That Thing You Do! (1996),1996-09-28,Comedy,38,Female,administrator
4,Young Frankenstein (1974),1974-01-01,"Comedy,Horror",39,Male,marketing
5,Toy Story (1995),1995-01-01,"Animation,Children,Comedy",39,Male,engineer
3,Pulp Fiction (1994),1994-01-01,"Crime,Drama",21,Male,programmer
4,Heat (1995),1995-01-01,"Action,Crime,Thriller",18,Male,student
5,Kingpin (1996),1996-07-12,Comedy,18,Male,student
4,Die Hard (1988),1988-01-01,"Action,Thriller",25,Male,other
4,Raiders of the Lost Ark (1981),1981-01-01,"Action,Adventure",47,Male,educator
2,"Kid in King Arthur's Court, A (1995)",1995-01-01,"Adventure,Children,Comedy,Fantasy,Romance,Sci-Fi",23,Male,programmer
5,"Clockwork Orange, A (1971)",1971-01-01,Sci-Fi,28,Male,student
4,"Birds, The (1963)",1963-01-01,Horror,29,Male,engineer
3,Speed 2: Cruise Control (1997),1997-06-13,"Action,Romance,Thriller",25,Male,other
3,While You Were Sleeping (1995),1995-01-01,"Comedy,Romance",25,Male,student
5,"Shawshank Redemption, The (1994)",1994-01-01,Drama,18,Male,student
4,"Grifters, The (1990)",1990-01-01,"Crime,Drama,Film-Noir",29,Male,doctor
3,Terminator 2: Judgment Day (1991),1991-01-01,"Action,Sci-Fi,Thriller",41,Female,healthcare
4,Night Flier (1997),1998-02-06,Horror,17,Male,student
2,Milk Money (1994),1994-01-01,"Comedy,Romance",19,Male,student
3,"Princess Bride, The (1987)",1987-01-01,"Action,Adventure,Comedy,Romance",26,Male,other
3,Star Trek IV: The Voyage Home (1986),1986-01-01,"Action,Adventure,Sci-Fi",22,Female,student
1,Red Corner (1997),1997-01-01,"Crime,Thriller",40,Male,writer
4,Psycho (1960),1960-01-01,"Horror,Romance,Thriller",24,Male,technician
3,Butch Cassidy and the Sundance Kid (1969),1969-01-01,"Action,Comedy,Western",30,Male,other
5,Quiz Show (1994),1994-01-01,Drama,17,Male,student
4,"Inspector General, The (1949)",1949-01-01,Musical,41,Female,healthcare
4,"Associate, The (1996)",1996-10-19,Comedy,14,Female,student
3,Jerry Maguire (1996),1996-12-13,"Drama,Romance",25,Female,student
4,Hollow Reed (1996),1997-05-02,Drama,50,Female,healthcare
4,Good Will Hunting (1997),1997-01-01,Drama,44,Female,executive
5,Eat Drink Man Woman (1994),1994-01-01,"Comedy,Drama",49,Male,librarian
5,Indiana Jones and the Last Crusade (1989),1989-01-01,"Action,Adventure",21,Male,programmer
4,Winnie the Pooh and the Blustery Day (1968),1968-01-01,"Animation,Children",33,Male,engineer
3,"Fugitive, The (1993)",1993-01-01,"Action,Thriller",21,Male,other
4,Jaws (1975),1975-01-01,"Action,Horror",46,Female,other
3,"English Patient, The (1996)",1996-11-15,"Drama,Romance,War",35,Male,other
5,Fried Green Tomatoes (1991),1991-01-01,Drama,27,Male,artist
3,Barb Wire (1996),1996-05-03,"Action,Sci-Fi",25,Male,student
2,"Simple Twist of Fate, A (1994)",1994-01-01,Drama,19,Male,student
4,Blue in the Face (1995),1995-01-01,Comedy,21,Male,student
2,Spy Hard (1996),1996-05-24,Comedy,21,Male,student
5,Mighty Aphrodite (1995),1995-10-30,Comedy,43,Male,engineer
4,Hard Rain (1998),1998-01-16,"Action,Thriller",34,Male,other
4,Schindler's List (1993),1993-01-01,"Drama,War",51,Male,other
5,Dial M for Murder (1954),1954-01-01,"Mystery,Thriller",27,Male,lawyer
3,Butch Cassidy and the Sundance Kid (1969),1969-01-01,"Action,Comedy,Western",31,Male,executive
4,"English Patient, The (1996)",1996-11-15,"Drama,Romance,War",22,Male,other
4,"Devil's Advocate, The (1997)",1997-01-01,"Crime,Horror,Mystery,Thriller",23,Female,educator
1,"Fifth Element, The (1997)",1997-05-09,"Action,Sci-Fi",24,Male,technician
3,Grosse Pointe Blank (1997),1997-04-11,"Comedy,Crime",29,Female,educator
4,Cape Fear (1991),1991-01-01,Thriller,27,Male,artist
5,Austin Powers: International Man of Mystery (1997),1997-05-02,Comedy,32,Male,student
5,Moll Flanders (1996),1996-06-14,Drama,18,Female,student
4,Primary Colors (1998),1998-03-20,Drama,42,Male,programmer
1,Dirty Dancing (1987),1987-01-01,"Musical,Romance",19,Male,student
3,Mrs. Doubtfire (1993),1993-01-01,Comedy,25,Male,student
1,Timecop (1994),1994-01-01,"Action,Sci-Fi",18,Male,student
2,Mulholland Falls (1996),1996-04-26,"Crime,Film-Noir,Thriller",50,Female,writer
2,Forget Paris (1995),1995-01-01,"Comedy,Romance",57,Female,librarian
2,Something to Talk About (1995),1995-01-01,"Comedy,Drama,Romance",32,Female,writer
3,Butch Cassidy and the Sundance Kid (1969),1969-01-01,"Action,Comedy,Western",49,Female,healthcare
3,Grumpier Old Men (1995),1995-01-01,"Comedy,Romance",30,Male,other
2,"Devil's Advocate, The (1997)",1997-01-01,"Crime,Horror,Mystery,Thriller",55,Male,educator
4,Apt Pupil (1998),1998-10-23,"Drama,Thriller",26,Male,other
